price,beds,baths,prop_type,address,link
2550,2,2,Apartment,"21 Monkstown Grove Apartments, Monkstown Farm, Monkstown, Co. Dublin",N/A
1642,1,1,Apartment,"Flat 3 , 90 Drumcondra Road Lower, Drumcondra, Dublin 9",N/A
1975,1,1,Apartment,"Apartment 20 , Capstan Building, Royal Canal Park, Dublin 15",N/A
2161,2,1,Apartment,"Apartment 8, Hanbury Mews, The Coombe, Dublin 8",N/A
2307,2,2,Apartment,"8 Glenamuck Manor, Carrickmines, Dublin 18",N/A
1883,1,1,Apartment,"4 Hanbury Mews, Hanbury Lane, Dublin 8",N/A
1797,1,1,Apartment,"Apartment 20, Hanbury Mews, The Coombe, Dublin 8",N/A
5250,3,2,House,"The Lodge, Charleston Avenue, Ranelagh, Dublin 6",N/A
N/A,5,5,House,"Ardbrugh Road, Dalkey, Co. Dublin",N/A
5250,4,4,House,"1 The Close, Hazelbrook Square, Churchtown, Dublin 14",N/A
4000,2,2,House,"The Mews, 9 Dunville Avenue, Ranelagh, Dublin 6",N/A
5950,4,2,House,"Brickfield Drive, Honey Park, Dun Laoghaire, Co. Dublin",N/A
2800,2,1,Apartment,"Semple House,Custom House Square,Mayor Street Lower,I.F.S.C.,Dublin 1, IFSC, Dublin 1",N/A
3049,2,2,Apartment,"Apartment, Block 1, Grand Canal Dock, Dublin 2",N/A
2600,2,1,Apartment,"The Waterside, Grand Canal Dock, Dublin 4",N/A
1919,2,1,Apartment,"Island Key, East Road, East Wall, Dublin 3",N/A
2128,2,1,Apartment,"Millpark, Clondalkin, Dublin 22",N/A
4000,3,3,House,"12 Lorcan Park, Santry, Dublin 9",N/A
1479,1,1,Apartment,"Flat 3, James Street, Dublin D08 X407, Dublin 8",N/A
2419,2,1,Apartment,"34 The Green, Larch Hill, D17 T341, Dublin 17",N/A
2700,3,2,House,"6 Rathmore Avenue, Tyrellstown, D15 YV2T, Dublin 15",N/A
2136,2,2,Apartment,"APARTMENT 246, BLOCK 5, PARKLANDS, NORTHWOOD, D09",N/A
2300,1,1,Apartment,"Anglesea Road, Dublin 4, Donnybrook, Dublin 4",N/A
2235,2,1,House,"3 Davis Place, Dublin 8",N/A
4995,4,3,House,"Ballinclea Road, Killiney, Co, Killiney, Co. Dublin",N/A
2500,2,2,Apartment,"Harcourt Mews Camden Street, Dublin 2",N/A
2000,1,1,Apartment,"41 The Waterside, Block A, Charlotte Quay, Dublin 4",N/A
3800,3,2,Apartment,"Castledawson, Rock Road, Booterstown, Co. Dublin",N/A
1920,2,2,Apartment,"Hillcrest Manor, Templeogue Road, Templeogue, Dublin 6W",N/A
4100,4,4,House,"7 The Avenue, Hazelbrook Square, Churchtown, Dublin 14",N/A
3100,3,2,House,"Fernleigh Estate , Carpenterstown, Dublin 15",N/A
2900,3,2,House,"79 Culmore Road, Dublin 20, Palmerstown, Dublin 20",N/A
2000,2,1,Apartment,"Lanesborough Court, Finglas, Dublin 11",N/A
1650,0,0,Studio,"Flat 12 , 48 Rathmines Road Upper, Rathgar, Dublin 6",N/A
1750,0,0,Studio,"34 Elgin Road, Dublin 4, Ballsbridge, Dublin 4",N/A
1695,0,0,Studio,"4 North Circular Road, Dublin 7",N/A
1995,0,0,Studio,"Apartment 6, 28 Elgin Road, Ballsbridge, Dublin 4",N/A
1995,1,1,Apartment,"Flat 6, 1 Kingsland Park Avenue, Dublin 8, Portobello, Dublin 8",N/A
1895,0,0,Studio,"6 Sallymount Avenue, Dublin 6, Ranelagh, Dublin 6",N/A
2250,1,1,Apartment,"20 Elgin Road, Ballsbridge, Ballsbridge, Dublin 4",N/A
2150,1,1,Apartment,"7 Sallymount Avenue, Dublin 6, Ranelagh, Dublin 6",N/A
2150,0,0,Studio,"Apartment 2, 28 Elgin Road, Dublin 4",N/A
2125,1,1,Apartment,"Flat 7, 4 North Circular Road, Dublin 7",N/A
1875,0,0,Studio,"Flat 4 , 48 Rathmines Road Upper, Rathgar, Dublin 6",N/A
1495,0,0,Studio,"46A Cabra Road, Dublin 7",N/A
2795,2,1,Apartment,"6 Sallymount Avenue, Dublin 6, Ranelagh, Dublin 6",N/A
1900,1,1,Apartment,"Flat 10, 4 Rathmines Road Lower, Rathmines, Dublin 6",N/A
2200,1,1,Apartment,"Chancery Court, Bride Street, Dublin 8, Christchurch, Dublin 8",N/A
2200,1,1,Apartment,"Apartment, Chancery Court, Christchurch, Dublin 8",N/A
1930,1,1,Apartment,"Flat 4, 161 James's Street, Dublin 8",N/A
1696,1,1,Apartment,"Riverview, Richmond Road, Dublin 3",N/A
2533,3,1,Apartment,"Custom Hall, Lower Gardiner Street, Dublin 1",N/A
3200,4,2,House,"5 Fleming Road, Dublin 9, Drumcondra, Dublin 9",N/A
3500,3,2,House,"20 Haverty Road, Fairview, Dublin 3",N/A
5000,3,2,House,"4 Golf Lane, Torquay Road, Foxrock, Dublin 18",N/A
2397,1,1,Apartment,"Apartment 1, 2 Waterloo Road, Ballsbridge, Dublin 4",N/A
6000,3,2,Apartment,"Apartment 8, Donnybrook Gardens, Greenfield Park, Belfield, Dublin 4",N/A
2604,2,1,Apartment,"Apartment 5, Temple Bar Square",N/A
1836,0,0,Studio,"Raglan Road, Dublin 4, Ballsbridge, Dublin 4",N/A
2850,2,1,House,"Eden Villas, Glasthule, Glasthule, Co. Dublin",N/A
6547,5,2,House,"Church Road, Dalkey, Co. Dublin",N/A
2750,2,1,House,"Pembroke Cottages, Donnybrook, Dublin 4, Donnybrook, Dublin 4",N/A
1763,1,1,Apartment,"The Oaks, Stradbrook Hill, Blackrock, Co. Dublin",N/A
2500,2,1,Apartment,"Cedarmount, Saint Brigid's Church Road, Stillorgan, Co. Dublin",N/A
2600,2,1,House,"Herbert Mews, Baggot Lane, Dublin 4",N/A
2000,2,2,Apartment,"Belfry Hall, Citywest, Co. Dublin",N/A
1000,1,1,Apartment,"Ballyfermot Road (Double Room / House Share), Ballyfermot, Dublin 10",N/A
2142,2,2,Apartment,"Woodbrook Crescent, Castleknock, Dublin 15",N/A
2100,2,1,Apartment,"Marlfield Terrace, Tallaght, Dublin 24",N/A
1812,2,1,Apartment,"The Hardwicke, Smithfield, Dublin 7",N/A
1600,1,1,Apartment,"Cedarbrook Avenue, Cherry Orchard, Dublin 10",N/A
1713,2,2,Apartment,"Rosse Court House, Balgaddy, Lucan, Co. Dublin",N/A
1400,1,1,Apartment,"St Maelruans Park, Tallaght, Dublin 24",N/A
2000,2,2,Apartment,"The Concert Building, Park West, Dublin 12",N/A
1495,2,1,Apartment,"Kings Hall, Chapelizod, Dublin 20",N/A
2100,2,2,Apartment,"Kiltipper Gate, Kiltipper, Dublin 24",N/A
2062,2,2,Apartment,"Melville Square, Finglas, Dublin 11",N/A
2500,3,2,Apartment,"Lanesborough Square, Finglas, Dublin 11",N/A
3500,4,4,House,"Castlegrange Row, Castaheany, Clonee, Dublin 15",N/A
2350,2,1,House,"Donore Avenue, Kilmainham, Dublin 8",N/A
2500,3,2,House,"Cappagh Avenue, Finglas, Dublin 11",N/A
2300,2,1,House,"Blessington Place, Dublin 7",N/A
1500,0,0,Studio,"Cappagh Avenue, Finglas, Dublin 11",N/A
2714,2,2,Apartment,"Lower Kilmacud Road, Stillorgan, Co. Dublin",N/A
2054,2,2,Apartment,"Littlewood, Belarmine Avenue, Stepaside, Dublin 18",N/A
1907,2,2,Apartment,"Premier Square, Finglas, Dublin 11",N/A
2917,2,1,Apartment,"Longboat Quay, South Dublin 2, Dublin 2",N/A
1400,1,1,Apartment,"Linden Square, Grove Avenue, Blackrock, Co. Dublin",N/A
1530,1,1,Apartment,"Camden Court, Camden Street, Dublin 2",N/A
1907,2,2,Apartment,"Premier Square, Finglas, Dublin 11",N/A
2917,2,1,Apartment,"Longboat Quay, South Dublin 2, Dublin 2",N/A
1400,1,1,Apartment,"Linden Square, Grove Avenue, Blackrock, Co. Dublin",N/A
2600,3,2,Apartment,"Russell Downs, Tallaght, Dublin 24",N/A
2200,2,1,Apartment,"St. Canices Court, Finglas, Dublin 11",N/A
3000,3,2,House,"Broadway Road, Clonsilla, Dublin 15",N/A
2106,3,2,House,"Dunsoghly Park, Finglas, Dublin 11",N/A
2226,1,1,Apartment,"Parnell Street, Dublin 1",N/A
1560,1,1,Apartment,"The Crescent Building, Park West, Dublin 12",N/A
1816,1,1,Apartment,"Clonliffe Road, Drumcondra, Dublin 3",N/A
2027,2,1,Apartment,"La Rochelle, Christchurch, Dublin 8",N/A
1920,2,2,Apartment,"St Samsons Court, Balgriffin, Dublin 13",N/A
2500,3,1,House,"Cherrywood Drive, Clondalkin, Dublin 22",N/A
2786,3,1,House,"Innisfallen Parade, Phibsborough, Dublin 7",N/A
2090,2,2,Apartment,"Geraldstown Woods, Santry, Dublin 9",N/A
1450,1,1,Apartment,"Albert College Park, Glasnevin, Dublin 11",N/A
1794,2,1,Apartment,"Whitestown Walk, Blanchardstown, Dublin 15",N/A
2450,3,1,Apartment,"Castlegate Park, Adamstown, Co. Dublin",N/A
680,1,1,Apartment,"Sheepmore Avenue, Blanchardstown, Dublin 15",N/A
2650,3,2,House,"Saddlers Crescent, Mulhuddart, Dublin 15",N/A
2144,2,1,Apartment,"Ranelagh Avenue, Dublin 6, Ranelagh, Dublin 6",N/A
2300,2,1,Apartment,"The Mullins Wing, Linden Square, Blackrock, Co. Dublin",N/A
1280,0,0,Studio,"Off Stradbrook Road, Blackrock, Blackrock, Co. Dublin",N/A
1800,1,1,Apartment,"Apartment 9, Blackrock Lodge, Newtown Avenue, Blac, Blackrock, Co. Dublin",N/A
3250,2,2,Apartment,"Apartment , Rawson Court, Ballsbridge, Dublin 4",N/A
2682,2,2,Apartment,"Apartment 435, Block J, IFSC, Dublin 1",N/A
2556,3,2,House,"20 Bellevue Park, Booterstown, Co. Dublin",N/A
1163,0,0,Studio,"Portland Street North, Dublin 1, North Circular Road, Dublin 1",N/A
1473,0,0,Studio,"South Circular Road, Dublin 8",N/A
2900,2,1,Apartment,"Chancery Street, Dublin 7, Smithfield, Dublin 7",N/A
N/A,1,1,Apartment,"Northumberland, Ballsbridge, Dublin 4",N/A
N/A,1,1,Apartment,"Victoria Street, Portobello, Dublin 8",N/A
N/A,1,1,Apartment,"3 Hatch Street Lower, Dublin 2",N/A
N/A,0,0,Studio,"Hatch Street, Dublin 2",N/A
N/A,1,1,Apartment,"Aungier Street, Dublin 2",N/A
N/A,0,0,Studio,"Aungier Street, Dublin 2",N/A
N/A,0,0,Studio,"Aungier street, Dublin 2",N/A
N/A,0,0,Studio,"Victoria Street, Dublin 8",N/A
2400,2,1,Apartment,"95 Francis Street, The Coombe, Dublin 8",N/A
1800,1,1,Apartment,"Apartment 7, Auron Court, Dublin 2",N/A
2215,2,2,Apartment,"Apartment 34, College View, Ballymun, Dublin 11",N/A
1730,2,1,Apartment,"Apartment 80, The Tramyard, Inchicore, Dublin 8",N/A
2350,2,2,Apartment,"The Tallow Building, Ashtown, Dublin 15",N/A
1500,0,0,Studio,"Belvedere Place, Dublin 1",N/A
2800,3,2,House,"Huntstown Glen, Mulhuddart, Blanchardstown, Dublin 15",N/A
3588,4,3,House,"Port A Glin House, Westmanstown Road, Lucan, Co. Dublin",N/A
2200,2,2,Apartment,"Fernleigh Drive, Castleknock, Dublin 15",N/A
2400,3,1,House,"Sundale Road, Tallaght, Dublin 24",N/A
2300,2,2,Apartment,"Crofton Hall, Carpenterstown, Dublin 15",N/A
1758,1,1,House,"25 Belgrave Court, Mountpleasant Avenue Upper, Ranelagh, Dublin 6",N/A
1653,2,1,Apartment,"Apartment 21, Block B Allendale Court, Clonsilla, Dublin 15",N/A
6150,4,3,House,"19 Glenara, Kincora Road",N/A
4203,3,2,Apartment,"Apartment 19, Harcourt Mews, Portobello, Dublin 8",N/A
2650,2,2,Apartment,"Danehill, Phoenix Park Avenue, Castleknock, Dublin 15",N/A
1850,1,1,Apartment,"Apartment A, Churchview, Navan Road (D7), Dublin 7",N/A
2650,2,2,Apartment,"Apartment 203 , Block F, Ashbrook, Dublin 3",N/A
2850,2,2,Apartment,"Southmede, Ballinteer Road, Dundrum, Dublin 16",N/A
2700,3,2,Apartment,"23 Main Street, Clongriffin, Dublin 13",N/A
2750,3,2,Apartment,"Apartment 137 , Rockview, Sandyford, Dublin 18",N/A
4000,5,3,House,"7 Manorfields Walk, Dublin 15, Hartstown, Dublin 15",N/A
2500,2,1,House,"1 Glebe View, Dublin 11, Finglas, Dublin 11",N/A
2600,2,2,Apartment,"Millrace Road, Phoenix Park Racecourse, Castleknock, Dublin 15",N/A
1948,2,1,Apartment,"Danesfort, Clontarf, Dublin 3",N/A
1950,2,1,House,"Cherrywood Grove, Clondalkin, Dublin 22",N/A
1950,1,1,Apartment,"Block A, Smithfield Gate, Smithfield, Dublin 7",N/A
3500,3,3,House,"3 Springfield Green, Dublin 6w, Templeogue, Dublin 6W",N/A
1250,1,1,Apartment,"Flat 3, 14 Grosvenor Road, Rathgar, Dublin 6",N/A
2305,1,1,House,"The Coach House, 11 Stephen's Place, Dublin 2",N/A
1602,2,1,Apartment,"39 Belfry Manor, Citywest, Co. Dublin",N/A
3548,5,2,House,"7 Castlewood Park, Dublin 6, Rathmines, Dublin 6",N/A
2100,1,1,Apartment,"8 Riverside Apartments, Milltown Road, Milltown, Dublin 6",N/A
1650,1,1,Apartment,"Flat 1, 14 Grosvenor Road, Rathgar, Dublin 6",N/A
1600,2,1,Apartment,"Apartment 6, 2 Eaton Square, Monkstown, Co. Dublin",N/A
1500,1,1,Apartment,"Flat 4, 14 Grosvenor Road, Rathgar, Dublin 6",N/A
1650,1,1,Apartment,"Flat 1, 19 Cabra Park, Phibsborough, Dublin 7",N/A
3275,4,1,House,"21 Saint Luke's Crescent, Milltown, Dublin 14",N/A
2400,2,1,House,"32 Kickham Road, Dublin 8, Inchicore, Dublin 8",N/A
1676,1,1,Apartment,"18 Manor Place, Ongar Village, Ongar, Dublin 15",N/A
1719,1,1,Apartment,"Apartment 2, 6 Chelmsford Road, Ranelagh, Dublin 6",N/A
3500,3,1,House,"58 Copeland Avenue, Clontarf, Dublin 3",N/A
2100,2,2,Apartment,"Gracepark Manor, Drumcondra, Dublin 3",N/A
1408,0,0,Studio,"Rathgar Road, Rathgar, Dublin 6",N/A
1951,2,1,House,"45 Coldwell Street, Glasthule, Co. Dublin",N/A
2450,2,2,Apartment,"Apartment 94, Ridge Hall, Ballybrack, Co. Dublin",N/A
2488,2,1,House,"120 Saint Columbanus' Road, Dundrum, Windy Arbour, Dublin 14",N/A
3500,4,3,House,"Carrickmines Manor, Carrickmines, Dublin 18",N/A
2400,1,1,Apartment,"Apartment 33, The Bay, Dublin 4",N/A
2848,2,2,Apartment,"8 Ballsbridge Gardens, Crampton Avenue, Ballsbridge, Dublin 4",N/A
2352,2,2,Apartment,"Apartment 16, Corrig Hall, Ticknock, Co. Dublin",N/A
5000,4,3,House,"4 Brighton Place, Dublin 18, Foxrock, Dublin 18",N/A
1780,1,1,Apartment,"Apartment 11, Sion House, Tyrone Court, Dublin 8",N/A
1950,2,1,Apartment,"Block B, Ashbrook, Howth Road, Clontarf, Dublin 3",N/A
2290,2,2,Apartment,"City Square, Dublin 2",N/A
1750,1,1,Apartment,"Apartment 111, The Cedars, Carrington Park, Santry, Dublin 9",N/A
2985,2,3,Apartment,"Block 9, Grand Canal Square Residences, Dublin 2",N/A
2257,2,1,Apartment,"Block D, Ashbrook, Howth Road, Clontarf, Dublin 3",N/A
2930,2,1,Apartment,"Block 4, Grand Canal Square Residences, Grand Canal Dock, Dublin 2",N/A
1700,0,0,Studio,"Apartment 18, The School Yard, Dublin 1",N/A
3300,2,2,Apartment,"Apartment 28, Tara View, Dublin 4",N/A
5000,3,2,House,"73 Shrewsbury, Ballsbridge, Dublin 4, Ballsbridge, Dublin 4",N/A
5000,3,2,House,"Shrewsbury, Dublin 4, Sandymount, Dublin 4",N/A
2500,2,1,Apartment,"Burnell Square, Mayne River Way, Malahide Road, Darndale, Dublin 17",N/A
2400,2,2,Apartment,"Maple, Grattan Wood, Clongriffin, Dublin 13",N/A
2900,2,2,Apartment,"Apartment 13, Prospect Bay, Mount Prospect Avenue, Clontarf, Dublin 3",N/A
2750,2,1,Apartment,"Apartment 12 , Finsbury House, Ballsbridge, Dublin 4",N/A
3750,3,3,House,"14 Glencairn Crescent, The Gallops, Leopardstown, Dublin 18",N/A
2800,2,1,House,"62 Carlingford Parade, Dublin 2, Grand Canal Dock, Dublin 2",N/A
2800,2,2,House,"44 Doris Street, Dublin 4, Grand Canal Dock, Dublin 4",N/A
1675,0,0,Studio,"Rathmines Road Lower, Rathmines, Dublin 6",N/A
3500,2,2,Apartment,"Dartry House, Dartry, Dublin 6",N/A
4950,2,3,Apartment,"Apartment 3 , Dartry House, Dartry, Dublin 6",N/A
2950,1,1,Apartment,"Apartment 6 , Dartry House, Dartry, Dublin 6",N/A
1389,0,0,Studio,"Old Kilmainham, Kilmainham, Dublin 8",N/A
2100,1,1,Apartment,"Rathgar Avenue, Rathgar, Dublin 6",N/A
2100,1,1,Apartment,"Rathgar Avenue, Rathgar, Dublin 6",N/A
935,0,0,Studio,"South Circular Road, Dublin 8, South Circular Road, Dublin 8",N/A
2400,2,2,Apartment,"Apt 105, Rathborne Drive, D15 VX06, Ashtown, Dublin 15",N/A
1850,1,1,Apartment,"Apt 39, Clearwater Court North, D15 RC92",N/A
1795,1,1,Apartment,"Apt 86, The Chandler Arran Quay, D07 DX80, Smithfield, Dublin 7",N/A
2450,2,1,Apartment,"Apt 69, Stewart Hall, Ryders Row, D01 RF83, Dublin 1",N/A
2295,2,1,Apartment,"35 The Square, Larch Hill, D17 Y006, Santry, Dublin 9",N/A
2700,2,1,House,"53 Lansdowne Village, Sandymount, Sandymount, Dublin 4",N/A
6000,3,3,Apartment,"Apartment 26, Alto Vetro, Grand Canal Dock, Dublin 2",N/A
2800,2,2,Apartment,"Apartment 3, Rookstown,Howth,Co.Dublin, Howth, Dublin 13",N/A
2700,2,2,Apartment,"Danehill, Phoenix Park Racecourse, Dublin 15",N/A
1760,1,1,Apartment,"Arran Quay, Dublin 7",N/A
3130,2,2,Apartment,"Westland Square, Pearse Street, Dublin 2",N/A
3000,2,2,Apartment,"Danehill, Phoenix Park Racecourse, Dublin 15",N/A
2750,2,1,House,"Foxrock Avenue, Dublin 18, Foxrock, Dublin 18",N/A
2200,1,1,Apartment,"Block C, Hanover Dock, Hanover Quay, Dublin 2",N/A
2750,2,1,House,"Foxrock Avenue, Dublin 18, Foxrock, Dublin 18",N/A
6500,3,3,House,"Elton Mews, Elton Court, Sandycove, Co. Dublin",N/A
3300,2,2,Apartment,"Apartment, Shrewsbury Square, Sandymount, Dublin 4",N/A
2400,2,1,Apartment,"Gandon House, IFSC, Dublin 1",N/A
4350,3,2,Apartment,"Apartment, The Clayton, The Gasworks, Grand Canal Dock, Dublin 4",N/A
2550,2,1,Apartment,"Cranmer Place, Cranmer Lane, Grand Canal Dock, Dublin 4",N/A
3045,2,2,Apartment,"Apartment, Shrewsbury Square, Sandymount, Dublin 4",N/A
4000,4,2,House,"Grangefield, Rathfarnham, Ballinteer, Dublin 16",N/A
3500,2,2,Apartment,"Quayside Quarter, North Landings, D1, IFSC, Dublin 1",N/A
2400,2,1,Apartment,"Gandon House, IFSC, Dublin 1",N/A
4350,3,2,Apartment,"Apartment, The Clayton, The Gasworks, Grand Canal Dock, Dublin 4",N/A
2550,2,1,Apartment,"Cranmer Place, Cranmer Lane, Grand Canal Dock, Dublin 4",N/A
3045,2,2,Apartment,"Apartment, Shrewsbury Square, Sandymount, Dublin 4",N/A
4000,4,2,House,"Grangefield, Rathfarnham, Ballinteer, Dublin 16",N/A
3500,2,2,Apartment,"Quayside Quarter, North Landings, D1, IFSC, Dublin 1",N/A
2600,2,2,Apartment,"Apartment 20, Clonbern, Phoenix Park Avenue, Navan Road (D7), Dublin 7",N/A
2650,3,1,Apartment,"2, 30 Main Street, Chapelizod, Dublin 20",N/A
3600,2,2,Apartment,"Ailesbury Court, Ailesbury Road, Donnybrook, Dublin 4",N/A
4770,4,2,House,"21 Cullenswood Gardens, Dublin 6, Ranelagh, Dublin 6",N/A
3300,1,1,Apartment,"The Gardens, Merrion, Dublin 4",N/A
3800,2,2,Apartment,"Apartment, Malton, Donnybrook, Dublin 4",N/A
6439,3,2,House,"Waterloo Lane, Dublin 4, Ballsbridge, Dublin 4",N/A
4200,2,1,Apartment,"Sandymount Green, Dublin 4, Sandymount, Dublin 4",N/A
3350,4,1,House,"Sycamore Grove, Westminster Park, Foxrock, Dublin 18",N/A
3000,2,1,Apartment,"Flat 4, 11 Percy Place, Dublin 4",N/A
4000,4,3,House,"Outfarm Wood, Dublin 15, Castleknock, Dublin 15",N/A
1700,1,1,Apartment,"Mellor Court, Dublin 1",N/A
2128,1,1,Apartment,"Apartment, Wellington Lodge, Sandymount, Dublin 4",N/A
3063,2,2,Apartment,"The Crofton, Dun Laoghaire, Co. Dublin",N/A
3500,2,2,Apartment,"L'Oasi, Marino House, 52 Glasthule Road, Glasthule, Glasthule, Co. Dublin",N/A
2250,2,1,Apartment,"Apartment 8b, Avalon, Burrow Road, Sutton, Dublin 13",N/A
5145,5,4,House,"CHESTNUT COURT, COLLINSWOOD, BEAUMONT DUBLIN 9, Beaumont, Dublin 9",N/A
3000,3,1,House,"12 Shandon Gardens, Dublin 7, Phibsborough, Dublin 7",N/A
2500,2,1,Apartment,"24 Hibernia, De Vesci Court, The Slopes, Monkstown, Co. Dublin",N/A
1706,1,1,Apartment,"Ground Floor 1 Bed Apartment, Blackhall Square, Smithfield, Dublin 7",N/A
4525,4,4,House,"4 Bed House, Hawthorn, Bird Avenue, Windy Arbour, Dublin 14",N/A
2500,2,2,Apartment,"2 Bedroom Apartment, Kingston Hall, Harold's Grange Road, Sandyford, Dublin 18",N/A
2650,2,2,Apartment,"Spencer Dock, IFSC, Dublin 1, East Wall, Dublin 3",N/A
4500,4,4,House,"16 Clay Farm Park, Dublin 18, Leopardstown, Dublin 18",N/A
2500,1,2,Apartment,"Flat 1, Sarrett, Violet Hill, Church Road, Killiney, Co. Dublin",N/A
3550,2,2,Apartment,"Apartment 19, The Gate House, Gordon Place, Dublin 2",N/A
3821,3,2,Apartment,"Apartment 17, Lock House 2, Charlemont Lane, Dublin 2",N/A
3471,2,2,Apartment,"Apartment 14, Lock Gate 4, Charlemont Lane, Dublin 2",N/A
3600,2,2,Apartment,"Apartment 3, Lock Gate 1, Gordon Place, Dublin 2",N/A
1500,0,0,Studio,"South Circular Road, Dublin 8",N/A
3422,2,2,Apartment,"Castle Way, Golden Lane , Dublin 8",N/A
1650,0,0,Studio,"Grove Park, Rathmines, Dublin 6",N/A
2360,2,1,Apartment,"Dunville Avenue, Dublin 6, Ranelagh, Dublin 6",N/A
1700,1,1,Apartment,"South Circular Road, Rialto, Dublin 8",N/A
1450,0,0,Studio,"South Circular Road, Rialto, Dublin 8",N/A
2500,2,1,Apartment,"Shelbourne Village, Grand Canal Dock, Dublin 4",N/A
2600,2,1,House,"The Poplars, Monkstown Valley, Monkstown, Monkstown, Co. Dublin",N/A
1550,0,0,Studio,"South Circular Road, South Circular Road, Dublin 8",N/A
1734,1,1,Apartment,"Gardiner Place, Dublin 1",N/A
1600,0,0,Studio,"Cabra Road, Dublin 7, North Circular Road, Dublin 7",N/A
2100,1,1,Apartment,"Gordon Street, Dublin 4",N/A
2000,1,1,Apartment,"Kimmage Road Lower, Harold's Cross, Dublin 6W",N/A
3300,2,1,Apartment,"6A Merrion Road, Ballsbridge, Dublin 4",N/A
2350,2,1,Apartment,"Apartment 47 , Eaglewood, Rochestown Avenue, Sallynoggin, Co. Dublin",N/A
2500,2,2,Apartment,"89 Oak House, Red Arches Drive, Baldoyle, Dublin 13",N/A
1749,1,1,Apartment,"Apartment 1, 191 Clonliffe Road, Drumcondra, Dublin 3",N/A
2300,2,2,Apartment,"Apartment 3, 108 Philipsburgh Avenue, Phibsborough, Dublin 7",N/A
3000,3,2,Apartment,"1 Saint Finbarr'S Close, Dublin 12, Greenhills, Dublin 12",N/A
2700,3,1,House,"69 Sundale Avenue, Dublin 24, Tallaght, Dublin 24",N/A
1604,1,1,Apartment,"Apartment 6, Mobhi Court, Glasnevin, Dublin 9",N/A
3465,3,2,House,"Apartment 144, The Berkeley Block, Pembroke Square, Grand Canal Dock, Dublin 4",N/A
3000,3,2,House,"1 Saint Finbarr'S Close, Dublin 12, Greenhills, Dublin 12",N/A
3465,3,2,Apartment,"Apartment 144, The Berkeley Block, Pembroke Square, Grand Canal Dock, Dublin 4",N/A
1604,1,1,House,"Apartment 6, Mobhi Court, Glasnevin, Dublin 9",N/A
1749,1,1,Apartment,"No 1, 191 Clonliffe Road, Drumcondra, Dublin 3",N/A
8250,3,4,House,"62 Ranelagh Road, Dublin 6, Ranelagh, Dublin 6",N/A
4053,2,2,Apartment,"10 Leeson Court, Leeson Street Upper",N/A
6500,4,3,House,"2 Avoca Grove, Grove Avenue, Blackrock, Co. Dublin",N/A
3000,3,1,House,"17 Meadow Grove, Churchtown, Dublin 14",N/A
1927,2,1,Apartment,"19 The Moorings, Fitzwilliam Quay, Irishtown, Dublin 4",N/A
2900,3,1,House,"The Lodge, Carysfort Avenue, Blackrock, Co. Dublin",N/A
2500,2,2,Apartment,"Apartment 27, Kilcross Square, Sandyford, Dublin 18",N/A
1795,1,1,Apartment,"Prussia St, Stoneybatter, Dublin 7",N/A
3500,4,1,House,"83 Mountain View Park, Dublin 14, Churchtown, Dublin 14",N/A
2600,2,1,House,"39 Beaufield Park, Stillorgan, Mount Merrion, Co. Dublin",N/A
6047,5,4,House,"2 Dalkey Rock, Dalkey, Co. Dublin",N/A
2500,2,2,Apartment,"Blackthorn Hall, Blackglen Road, Ticknock Pk, Sandyford, Dublin 18",N/A
2100,1,1,Apartment,"Short let only - The Cubes 6, Sandyford, Dublin 18",N/A
2750,2,2,House,"Westminster Mews, Foxrock, Dublin 18",N/A
4000,2,2,Apartment,"The Court, Station Road, Killiney, Co. Dublin",N/A
2960,2,2,Apartment,"Booterstown Hall, Booterstown, Co. Dublin",N/A
1450,1,1,Apartment,"16 Cabra Road, Dublin 7",N/A
2400,2,1,Apartment,"Drumcondra Road Lower, Drumcondra, Dublin 9",N/A
2533,2,1,Apartment,"25 Wolfe Tone Street, Dublin 1",N/A
2750,2,2,Apartment,"Heuston South Quarter, Kilmainham, Dublin 8",N/A
4350,4,2,House,"Sandymount Castle Drive, Dublin 4, Sandymount, Dublin 4",N/A
6250,6,4,House,"Pavilion Gate, Dublin 18, Foxrock, Dublin 18",N/A
1418,0,0,Studio,"Apartment 8 , 607 North Circular Road, Ballybough, Dublin 3",N/A
4490,4,3,House,"10 The Nurseries, Taney Road, Dundrum, Dublin 14",N/A
2600,2,3,Apartment,"14 Thorncliffe, Dundrum Road, Dublin 14",N/A
2000,2,2,Apartment,"Amberwood, Blanchardstown, Dublin 15",N/A
2185,2,1,Apartment,"Apartment 3, 66 Rathmines Road Upper, Rathgar, Dublin 6",N/A
3000,3,1,Apartment,"Apartment 4, 27 North Circular Road, North Circular Road, Dublin 7",N/A
1425,0,0,Studio,"Apartment 1, 39 Richmond Street South, Dublin 2",N/A
2075,2,1,Apartment,"2, 137 Harold's Cross Road, Harold's Cross, Dublin 6W",N/A
1350,0,0,Studio,"Apartment 3, 24 Chelmsford Road, Ranelagh, Ranelagh, Dublin 6",N/A
2000,0,0,Studio,"Rathmines House, *** ALL BILLS INCLUDED ***, Rathmines, Dublin 6",N/A
1800,1,1,Apartment,"Apartment 4, 44 Cabra Park, Phibsborough, Dublin 7",N/A
1406,0,0,Studio,"Apartment 3, 23 Harrington Street, Dublin 8",N/A
